Date,Open,High,Low,Close,Volume,return_1d,log_volume,rsi_14,sma_ratio_5,sma_ratio_20,ema_ratio_12,macd,macd_signal,macd_hist,volatility_10,position,cash_ratio
2010-02-17,1096.1400146484375,1101.030029296875,1094.719970703125,1099.510009765625,4259230000,0.3371859667523446,0.45370569794551796,-0.19525380409763848,1.2290171408575716,0.2834470236983264,0.7025189020970556,-0.5785976532023552,-0.7300374706925696,0.29828226412714254,0.6877272550448901,0.0,1.0
2010-02-18,1099.030029296875,1108.239990234375,1097.47998046875,1106.75,3878620000,0.5469280866161325,0.055429043458517485,0.032377236753173895,1.1812277828784874,0.6173923146817939,0.9258813311113678,-0.49220994669832113,-0.6896555178394893,0.4455236822416529,0.6908652238597914,0.0,1.0
2010-02-19,1105.489990234375,1112.4200439453125,1100.800048828125,1109.1700439453125,3944280000,0.1538490929003909,0.1268524674523885,0.10836119743605577,0.8793832964141699,0.7231397340823447,0.8778291027724571,-0.4147280625882706,-0.6406559612629678,0.5418651574485703,-0.19402852712618826,0.0,1.0
2010-02-22,1110.0,1112.2900390625,1105.3800048828125,1108.010009765625,3814440000,-0.1350515781791648,-0.01556273183284551,0.05873119504277126,0.27025156948002027,0.6478357052441212,0.6629896186679417,-0.3548670530645297,-0.5885588579326299,0.5764945316182487,-0.16790709389968844,0.0,1.0
2010-02-23,1107.489990234375,1108.5799560546875,1092.1800537109375,1094.5999755859375,4521050000,-1.1232590556149438,0.707522631013161,-0.48630929626003466,-0.782091839307035,0.14455092435283368,-0.11410218511532395,-0.342891016134871,-0.5443008573725637,0.4888563958413307,-0.0757615691353769,0.0,1.0
2010-02-24,1095.8900146484375,1106.4200439453125,1095.5,1105.239990234375,4168360000,0.8271806398061166,0.36195036232623656,-0.10539267818746165,-0.03407043830317186,0.5220700245879164,0.4001263801168176,-0.30300034529879344,-0.5002997429604346,0.48598450810470356,-0.1280312004519886,0.0,1.0
2010-02-25,1101.239990234375,1103.5,1086.02001953125,1102.93994140625,4521130000,-0.22757029008849117,0.7075979170102791,-0.19944240188420656,-0.15518826756212928,0.4246446249133627,0.20502232208632826,-0.27697242191422144,-0.4594909598640902,0.4502954792073359,-0.12967652433695173,0.0,1.0
2010-02-26,1103.0999755859375,1107.239990234375,1097.56005859375,1104.489990234375,3945190000,0.08402604791979013,0.1278339688740224,-0.14121185934917768,0.0407232551660935,0.4449607127214158,0.2272339217226388,-0.2516056897043445,-0.4213784999165393,0.42015162969581576,-0.17573842599587466,0.0,1.0
2010-03-01,1105.3599853515625,1116.1099853515625,1105.3599853515625,1115.7099609375,3847640000,0.8663309551028933,0.021308826027480684,0.2625473792032714,0.8025970684517357,0.7879625893483179,0.7139983590866157,-0.20068288344972254,-0.37991687004273256,0.45759405357247224,-0.15844707017991766,0.0,1.0
2010-03-02,1117.010009765625,1123.4599609375,1116.510009765625,1118.31005859375,4134680000,0.1667029272515544,0.3274332303973398,0.3512730728597702,0.6309608523721223,0.8297747282339745,0.7068487900229521,-0.15381825379435332,-0.33665026573539264,0.4777729693381549,-0.4197994395889015,0.0,1.0
